GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_903975785.1	22982018	N/A	N/A	
GCA_903975765.1	22981858	N/A	N/A	
GCA_903975795.1	22982098	N/A	N/A	
GCA_903975755.1	22981838	N/A	N/A	
GCA_903975825.1	22982458	N/A	N/A	
GCA_903975835.1	22982738	N/A	N/A	
GCA_903975845.1	22982568	N/A	N/A	
GCA_903975815.1	22982318	N/A	N/A	
GCA_903975875.1	22983138	N/A	N/A	
GCA_903975885.1	22983218	N/A	N/A	
GCA_903975855.1	22983018	N/A	N/A	
GCA_903975865.1	22982898	N/A	N/A	
GCA_903975905.1	22983478	N/A	N/A	
GCA_903975895.1	22983368	N/A	N/A	
GCA_903975915.1	22983598	N/A	N/A	
GCA_903975925.1	22983718	N/A	N/A	
GCA_903975935.1	22983798	N/A	N/A	
GCA_903975945.1	22984038	N/A	N/A	
GCA_903975955.1	22983918	N/A	N/A	
GCA_903975985.1	22984338	N/A	N/A	
GCA_903975965.1	22984258	N/A	N/A	
GCA_903975975.1	22984138	N/A	N/A	
GCA_903976015.1	22984938	N/A	N/A	
GCA_903976045.1	22984918	N/A	N/A	
GCA_903976035.1	22984538	N/A	N/A	
GCA_903976025.1	22984658	N/A	N/A	
GCA_903976005.1	22984838	N/A	N/A	
GCA_903976055.1	22984958	N/A	N/A	
GCA_903975995.1	22984388	N/A	N/A	
GCA_903976095.1	22985158	N/A	N/A	
GCA_903976075.1	22985138	N/A	N/A	
GCA_903976065.1	22984978	N/A	N/A	
GCA_903976085.1	22985078	N/A	N/A	
GCA_903976105.1	22985178	N/A	N/A	
GCA_903976115.1	22985198	N/A	N/A	
GCA_903976125.1	22985218	N/A	N/A	
GCA_903976135.1	22985238	N/A	N/A	
GCA_903976145.1	22985258	N/A	N/A	
GCA_903976185.1	22985318	N/A	N/A	
GCA_903976165.1	22985278	N/A	N/A	
GCA_903976155.1	22985298	N/A	N/A	
GCA_903976175.1	22985338	N/A	N/A	
GCA_903976195.1	22985378	N/A	N/A	
GCA_903976215.1	22985418	N/A	N/A	
GCA_903976225.1	22985438	N/A	N/A	
GCA_903976205.1	22985358	N/A	N/A	
GCA_903976245.1	22985478	N/A	N/A	
GCA_903976235.1	22985458	N/A	N/A	
GCA_903976255.1	22985498	N/A	N/A	
GCA_903976265.1	22985518	N/A	N/A	
GCA_903976285.1	22985538	N/A	N/A	
GCA_903976275.1	22985558	N/A	N/A	
GCA_903976305.1	22985598	N/A	N/A	
GCA_903976315.1	22985618	N/A	N/A	
GCA_903976295.1	22985578	N/A	N/A	
GCA_903976325.1	22985638	N/A	N/A	
GCA_903976335.1	22985658	N/A	N/A	
GCA_903976355.1	22985798	N/A	N/A	
GCA_903976345.1	22985678	N/A	N/A	
GCA_903976385.1	22985878	N/A	N/A	
GCA_903976365.1	22985838	N/A	N/A	
GCA_903976375.1	22985858	N/A	N/A	
GCA_903976405.1	22985898	N/A	N/A	
GCA_903976395.1	22985918	N/A	N/A	
GCA_903976415.1	22985938	N/A	N/A	
GCA_903976505.1	22986118	N/A	N/A	
GCA_903976435.1	22985998	N/A	N/A	
GCA_903976475.1	22986038	N/A	N/A	
GCA_903976425.1	22985958	N/A	N/A	
GCA_903976485.1	22986098	N/A	N/A	
GCA_903976495.1	22986078	N/A	N/A	
GCA_903976445.1	22985978	N/A	N/A	
GCA_903976455.1	22986018	N/A	N/A	
GCA_903976465.1	22986058	N/A	N/A	
GCA_903976515.1	22986138	N/A	N/A	
GCA_903976535.1	22986178	N/A	N/A	
GCA_903976525.1	22986158	N/A	N/A	
GCA_903976545.1	22986198	N/A	N/A	
GCA_903976555.1	22986218	N/A	N/A	
GCA_903976565.1	22986238	N/A	N/A	
GCA_903976595.1	22986398	N/A	N/A	
GCA_903976635.1	22986318	N/A	N/A	
GCA_903976585.1	22986258	N/A	N/A	
GCA_903976615.1	22986358	N/A	N/A	
GCA_903976605.1	22986378	N/A	N/A	
GCA_903976645.1	22986298	N/A	N/A	
GCA_903976625.1	22986338	N/A	N/A	
GCA_903976685.1	22986518	N/A	N/A	
GCA_903976575.1	22986278	N/A	N/A	
GCA_903976675.1	22986418	N/A	N/A	
GCA_903976665.1	22986438	N/A	N/A	
GCA_903976655.1	22986458	N/A	N/A	
GCA_903976695.1	22986598	N/A	N/A	
GCA_903976705.1	22986658	N/A	N/A	
GCA_903976725.1	22986618	N/A	N/A	
GCA_903976715.1	22986638	N/A	N/A	
GCA_903976735.1	22986678	N/A	N/A	
GCA_903976755.1	22986738	N/A	N/A	
GCA_903976745.1	22986698	N/A	N/A	
GCA_903976765.1	22986718	N/A	N/A	
GCA_903976825.1	22986858	N/A	N/A	
GCA_903976815.1	22986838	N/A	N/A	
GCA_903976835.1	22986878	N/A	N/A	
GCA_903976785.1	22986758	N/A	N/A	
GCA_903976795.1	22986798	N/A	N/A	
GCA_903976775.1	22986778	N/A	N/A	
GCA_903976805.1	22986818	N/A	N/A	
GCA_903976865.1	22986938	N/A	N/A	
GCA_903976875.1	22986958	N/A	N/A	
GCA_903976845.1	22986898	N/A	N/A	
GCA_903976855.1	22986918	N/A	N/A	
GCA_903976905.1	22987098	N/A	N/A	
GCA_903976895.1	22987118	N/A	N/A	
GCA_903976885.1	22986978	N/A	N/A	
GCA_903976935.1	22987178	N/A	N/A	
GCA_903976925.1	22987158	N/A	N/A	
GCA_903976915.1	22987138	N/A	N/A	
GCA_903976945.1	22987198	N/A	N/A	
GCA_903976955.1	22987218	N/A	N/A	
GCA_903976965.1	22987238	N/A	N/A	
GCA_903976975.1	22987258	N/A	N/A	
GCA_903976985.1	22987278	N/A	N/A	
GCA_903976995.1	22987298	N/A	N/A	
GCA_903977005.1	22987318	N/A	N/A	
GCA_903977055.1	22987438	N/A	N/A	
GCA_903977035.1	22987338	N/A	N/A	
GCA_903977075.1	22987458	N/A	N/A	
GCA_903977045.1	22987378	N/A	N/A	
GCA_903977065.1	22987478	N/A	N/A	
GCA_903977025.1	22987358	N/A	N/A	
GCA_903977015.1	22987398	N/A	N/A	
GCA_903977085.1	22987418	N/A	N/A	
GCA_903977095.1	22987498	N/A	N/A	
GCA_903977105.1	22987538	N/A	N/A	
GCA_903977115.1	22987518	N/A	N/A	
GCA_903977135.1	22987578	N/A	N/A	
GCA_903977125.1	22987558	N/A	N/A	
GCA_903977185.1	22987698	N/A	N/A	
GCA_903977195.1	22987678	N/A	N/A	
GCA_903977165.1	22987718	N/A	N/A	
GCA_903977205.1	22987758	N/A	N/A	
GCA_903977155.1	22987658	N/A	N/A	
GCA_903977215.1	22987738	N/A	N/A	
GCA_903977175.1	22987638	N/A	N/A	
GCA_903977145.1	22987618	N/A	N/A	
GCA_903977265.1	22987818	N/A	N/A	
GCA_903977305.1	22987938	N/A	N/A	
GCA_903977315.1	22987958	N/A	N/A	
GCA_903977255.1	22987878	N/A	N/A	
GCA_903977285.1	22987898	N/A	N/A	
GCA_903977245.1	22987918	N/A	N/A	
GCA_903977235.1	22987778	N/A	N/A	
GCA_903977295.1	22987858	N/A	N/A	
GCA_903977225.1	22987798	N/A	N/A	
GCA_903977275.1	22987838	N/A	N/A	
GCA_903977325.1	22987988	N/A	N/A	
GCA_903977335.1	22988038	N/A	N/A	
GCA_903977345.1	22988058	N/A	N/A	
GCA_903977355.1	22988078	N/A	N/A	
GCA_903977375.1	22988118	N/A	N/A	
GCA_903977365.1	22988098	N/A	N/A	
GCA_903977385.1	22988138	N/A	N/A	
GCA_903977395.1	22988158	N/A	N/A	
GCA_903977435.1	22988258	N/A	N/A	
GCA_903977485.1	22988378	N/A	N/A	
GCA_903977495.1	22988358	N/A	N/A	
GCA_903977515.1	22988418	N/A	N/A	
GCA_903977415.1	22988218	N/A	N/A	
GCA_903977465.1	22988318	N/A	N/A	
GCA_903977445.1	22988198	N/A	N/A	
GCA_903977405.1	22988178	N/A	N/A	
GCA_903977505.1	22988338	N/A	N/A	
GCA_903977425.1	22988278	N/A	N/A	
GCA_903977475.1	22988298	N/A	N/A	
GCA_903977455.1	22988238	N/A	N/A	
GCA_903977525.1	22988478	N/A	N/A	
GCA_903977555.1	22988628	N/A	N/A	
GCA_903977545.1	22988698	N/A	N/A	
GCA_903977535.1	22988568	N/A	N/A	
GCA_903977565.1	22988738	N/A	N/A	
GCA_903977575.1	22988718	N/A	N/A	
GCA_903977595.1	22988758	N/A	N/A	
GCA_903977585.1	22988778	N/A	N/A	
GCA_903977605.1	22988798	N/A	N/A	
GCA_903977625.1	22988818	N/A	N/A	
GCA_903977615.1	22988838	N/A	N/A	
GCA_903977635.1	22988858	N/A	N/A	
GCA_903977685.1	22988898	N/A	N/A	
GCA_903977645.1	22988878	N/A	N/A	
GCA_903977665.1	22989198	N/A	N/A	
GCA_903977675.1	22989098	N/A	N/A	
GCA_903977655.1	22989018	N/A	N/A	
GCA_903977705.1	22989358	N/A	N/A	
GCA_903977735.1	22989338	N/A	N/A	
GCA_903977745.1	22989258	N/A	N/A	
GCA_903977725.1	22989438	N/A	N/A	
GCA_903977755.1	22989418	N/A	N/A	
GCA_903977695.1	22989378	N/A	N/A	
GCA_903977715.1	22989398	N/A	N/A	
GCA_903977775.1	22989478	N/A	N/A	
GCA_903977765.1	22989458	N/A	N/A	
GCA_903977795.1	22989618	N/A	N/A	
GCA_903977835.1	22989828	N/A	N/A	
GCA_903977845.1	22989848	N/A	N/A	
GCA_903977805.1	22989738	N/A	N/A	
GCA_903977815.1	22989868	N/A	N/A	
GCA_903977825.1	22989778	N/A	N/A	
GCA_903977785.1	22989498	N/A	N/A	
GCA_903977855.1	22989808	N/A	N/A	
GCA_903977865.1	22989888	N/A	N/A	
GCA_903977875.1	22989908	N/A	N/A	
GCA_903977935.1	22989978	N/A	N/A	
GCA_903977905.1	22989958	N/A	N/A	
GCA_903977895.1	22989938	N/A	N/A	
GCA_903977925.1	22989998	N/A	N/A	
GCA_903977915.1	22990018	N/A	N/A	
GCA_903977955.1	22990058	N/A	N/A	
GCA_903977945.1	22990038	N/A	N/A	
GCA_903977975.1	22990098	N/A	N/A	
GCA_903977965.1	22990078	N/A	N/A	
GCA_903978015.1	22990258	N/A	N/A	
GCA_903978005.1	22990118	N/A	N/A	
GCA_903977985.1	22990298	N/A	N/A	
GCA_903977995.1	22990138	N/A	N/A	
GCA_903978035.1	22990358	N/A	N/A	
GCA_903978025.1	22990378	N/A	N/A	
GCA_903978055.1	22990418	N/A	N/A	
GCA_903978065.1	22990438	N/A	N/A	
GCA_903978075.1	22990458	N/A	N/A	
GCA_903978045.1	22990398	N/A	N/A	
GCA_903978085.1	22990478	N/A	N/A	
GCA_903978095.1	22990538	N/A	N/A	
GCA_903978115.1	22990518	N/A	N/A	
GCA_903978105.1	22990498	N/A	N/A	
GCA_903978155.1	22990618	N/A	N/A	
GCA_903978125.1	22990578	N/A	N/A	
GCA_903978135.1	22990598	N/A	N/A	
GCA_903978145.1	22990558	N/A	N/A	
GCA_903978165.1	22990638	N/A	N/A	
GCA_903978175.1	22990658	N/A	N/A	
